created,text,retweet_count,followers
2017-10-30T14:16:56.000Z,Congress will probe $FB $GOOGL and $TWTR but will shift its attention to $AMZN as its anti-trust case grows https://t.co/7j95o1rI5b,0,774
2017-10-30T14:19:42.000Z,$AMZN calls are 4.80 from 2.40 💰 Payday again. #market #money #options #stocks #trading $FB $AMZN  $AAPL $GOOGL… https://t.co/zfmqqfDzHg,0,1646
2017-10-30T14:21:26.000Z,"RT @Ephraim_Golgher: Weekly Stock Market Review: Investment Selection Using #AI Predictive Algorithm
https://t.co/JBDM3CJlj3 $GOOGL… ",29,10069
2017-10-30T14:21:35.000Z,RT @stockmarkettv: Investing Advisor Achieves Higher Profit in one month than Buffett in one year $AMZN $AAPL $NVDA $QQQ $GOOGL $NFLX… ,29,1061
2017-10-30T14:22:58.000Z,"WATCH: What to expect when Facebook, Twitter &amp; Google testify to the US Congress on Russia $FB $TWTR $GOOGL… https://t.co/50MtUps5KF",0,795129
2017-10-30T14:24:41.000Z,"YahooFinance: WATCH: What to expect when Facebook, Twitter &amp; Google testify to the US Congress on Russia $FB $TWTR… https://t.co/wlSCIu4q93 WATCH: What to expect when Facebook, Twitter &amp; Google testify to the US Congress on Russia $FB $TWTR $GOOGL… https://t.co/50MtUps5KF",0,215875
2017-10-30T14:27:02.000Z,"RT @YahooFinance: WATCH: What to expect when Facebook, Twitter &amp; Google testify to the US Congress on Russia $FB $TWTR $GOOGL… ",29,1131
2017-10-30T14:27:38.000Z,Opened $GOOGL 1055C for this week at 4.50 #market #money #options #stocks #trading $FB $AMZN $AAPL $GOOGL $TSLA,0,1646
2017-10-30T14:40:44.000Z,"With $GOOGL and $TWTR add revenue increases, it will be highly improbable for $FB to disappoint. $QQQ $SPY $SNAP $AMZN $AAPL $TSLA $BABA $T",0,470
2017-10-30T14:46:37.000Z,"Vetr users have downgraded Alphabet Inc. to a SELL Rating (2.5 stars), giving $GOOGL a target price of $988.59 https://t.co/mLzwNp9AVg",0,223
2017-10-30T14:48:32.000Z,https://t.co/SpBSaY7rnB $AMD $NVDA $QCOM $AMZN $GOOG $INTC $MSFT $GOOGL,0,105064
2017-10-30T14:48:33.000Z,https://t.co/SZrGUeK2Qy $AMD $NVDA $QCOM $AMZN $GOOG $INTC $MSFT $GOOGL,0,8516
2017-10-30T14:48:43.000Z,"When big datacenter $AMZN AWS and $GOOGL both surprised earnings, what do you think will happen to datacenter supplier $MU?",0,8
2017-10-30T14:51:04.000Z,"$GOOG $GOOGL $NYSE:

Google, Amazon, Intel And Microsoft. The Key Indicators You Should …:

https://t.co/qQAtXdiOEH",0,1631
2017-10-30T14:51:41.000Z,RT SeekingAlpha: https://t.co/JtsdDxOn20 $AMD $NVDA $QCOM $AMZN $GOOG $INTC $MSFT $GOOGL,0,7974
2017-10-30T14:52:52.000Z,"RT SeekingAlpha ""https://t.co/HMdxabrAuk $AMD $NVDA $QCOM $AMZN $GOOG $INTC $MSFT $GOOGL""",0,17207
2017-10-30T14:53:16.000Z,"I see stocks above 200ma on hour chart are:
$AAPL
$NFLX
$BABA
$GOOGL
$AMZN
$NVDA
$FB
Below 200ma are:
$TSLA
$BIDU
$WYNN",0,2416
2017-10-30T14:57:35.000Z,"$GOOGL https://t.co/kLeQ3ZHLBa Coin Miner Mobile Malware Returns, Hits Google Play https://t.co/8lPX1FD9EK via @InfoSecHotSpot https://t.co/3D96yf4c8k",0,425
